AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
0.5445134575569358,0.9090909090909091,0.08192457737321196,0.15384615384615385,0.06230529595015576,0.34782608695652173,0.2643051771117166,0.06926406926406926,0.30939226519337015,0.23893805309734514,0.0,0.6764705882352942,0.1440677966101695,0.6875,0.10252848013337039,0.09722222222222222,0.1818181818181818,0.07142857142857142
0.5445134575569358,0.9090909090909091,0.06892067620286085,0.11538461538461538,0.052959501557632405,0.19999999999999998,0.16621253405994552,0.12987012987012986,0.27624309392265195,0.35398230088495575,0.0,0.5441176470588235,0.15254237288135591,0.6875,0.22200611280911367,0.21944444444444444,0.23376623376623376,0.1285714285714286
0.5445134575569358,0.9090909090909091,0.06631989596879063,0.1,0.04984423676012461,0.1782608695652174,0.15122615803814712,0.11688311688311688,0.26519337016574585,0.3274336283185841,0.0,0.5294117647058824,0.13983050847457626,0.6875,0.15809947207557656,0.006666666666666666,0.12987012987012986,0.08571428571428572
0.5238095238095238,0.9090909090909091,0.06371911573472042,0.0923076923076923,0.08722741433021806,0.15,0.14986376021798364,0.09956709956709957,0.19337016574585636,0.3185840707964602,0.0,0.6323529411764706,0.13559322033898305,0.65625,0.21089191442067243,0.1527777777777778,0.07792207792207792,0.04285714285714286
0.5031055900621119,0.9090909090909091,0.06111833550065019,0.0846153846153846,0.09034267912772587,0.14782608695652175,0.14850136239782016,0.1038961038961039,0.13812154696132597,0.2831858407079646,0.0,0.6029411764705882,0.1483050847457627,0.65625,0.30536260072242294,0.2611111111111111,0.22077922077922077,0.08571428571428572
0.5031055900621119,0.9090909090909091,0.05461638491547464,0.04615384615384615,0.08099688473520249,0.08260869565217391,0.10490463215258854,0.12121212121212122,0.06629834254143646,0.25663716814159293,0.0,0.6176470588235294,0.1271186440677966,0.625,0.2942484023339817,0.32222222222222224,0.3246753246753247,0.2714285714285714
0.5031055900621119,0.9090909090909091,0.06371911573472042,0.07692307692307693,0.09345794392523364,0.15,0.15258855585831063,0.1038961038961039,0.022099447513812154,0.23008849557522124,0.0,0.6323529411764706,0.1313559322033898,0.65625,0.28035565434843013,0.29444444444444445,0.3246753246753247,0.2857142857142857
0.5031055900621119,0.9090909090909091,0.07672301690507151,0.1,0.102803738317757,0.16956521739130434,0.167574931880109,0.09523809523809523,0.011049723756906077,0.18584070796460178,0.0,0.6176470588235294,0.13559322033898305,0.65625,0.2886913031397611,0.2611111111111111,0.2597402597402597,0.2857142857142857
0.5652173913043479,0.9090909090909091,0.11703511053315994,0.2,0.23987538940809966,0.32608695652173914,0.332425068119891,0.09090909090909091,0.06077348066298342,0.17699115044247787,0.0,0.5147058823529411,0.28389830508474573,0.71875,0.34426229508196726,0.6444444444444445,0.07792207792207792,0.07142857142857142
0.6066252587991718,0.9090909090909091,0.1118335500650195,0.17692307692307693,0.2803738317757009,0.45652173913043476,0.4277929155313351,0.12554112554112554,0.20994475138121546,0.2743362831858407,0.0,0.36764705882352944,0.7033898305084746,0.6875,0.12753542650736316,0.425,0.1038961038961039,0.04285714285714286
0.6687370600414079,0.9090909090909091,0.09232769830949283,0.15384615384615385,0.1651090342679128,0.30434782608695654,0.27792915531335144,0.19047619047619047,0.30939226519337015,0.37168141592920356,0.0,0.20588235294117646,0.2584745762711864,0.6875,0.6693525979438734,0.7861111111111111,0.2077922077922078,0.1142857142857143
0.7101449275362318,0.9090909090909091,0.08322496749024708,0.13846153846153844,0.12461059190031153,0.2391304347826087,0.22343324250681196,0.2510822510822511,0.35359116022099446,0.39823008849557523,0.0,0.08823529411764706,0.1822033898305085,0.6875,0.7777160322311754,0.7472222222222222,0.24675324675324672,0.17142857142857143
0.7101449275362318,0.9090909090909091,0.06892067620286085,0.0923076923076923,0.14018691588785046,0.30434782608695654,0.2643051771117166,0.21645021645021645,0.30939226519337015,0.3008849557522124,0.0,0.1323529411764706,0.21610169491525422,0.65625,0.8249513753820505,0.8055555555555556,0.2727272727272727,0.2857142857142857
0.7101449275362318,0.9090909090909091,0.06762028608582575,0.0846153846153846,0.1277258566978193,0.2608695652173913,0.23705722070844684,0.24675324675324675,0.3149171270718232,0.336283185840708,0.0,0.16176470588235295,0.22033898305084745,0.65625,0.847179772158933,0.8777777777777778,0.42857142857142855,0.37142857142857144
0.7101449275362318,0.9090909090909091,0.06371911573472042,0.07692307692307693,0.11214953271028037,0.2391304347826087,0.22343324250681196,0.2813852813852814,0.287292817679558,0.3274336283185841,0.0,0.23529411764705882,0.2330508474576271,0.65625,0.8527368713531537,0.8694444444444445,0.3246753246753247,0.3
0.7101449275362318,0.9090909090909091,0.06371911573472042,0.1,0.102803738317757,0.2391304347826087,0.2098092643051771,0.27705627705627706,0.281767955801105,0.40707964601769914,0.0,0.2647058823529412,0.2542372881355932,0.65625,0.8444012225618227,0.8472222222222222,0.28571428571428575,0.3
0.6894409937888198,0.9090909090909091,0.07672301690507151,0.1076923076923077,0.11214953271028037,0.4782608695652174,0.3732970027247956,0.22077922077922077,0.36464088397790057,0.3805309734513274,0.0,0.36764705882352944,0.4872881355932203,0.65625,0.8527368713531537,0.8083333333333333,0.1818181818181818,0.2714285714285714
0.6480331262939959,0.9090909090909091,0.10533159947984394,0.17692307692307693,0.1059190031152648,0.6086956521739131,0.44141689373297,0.1471861471861472,0.4696132596685083,0.4424778761061947,0.0,0.5294117647058824,0.28389830508474573,0.71875,0.34426229508196726,0.34444444444444444,0.28571428571428575,0.14285714285714285
0.6066252587991718,0.9090909090909091,0.08842652795838751,0.13846153846153844,0.09968847352024922,0.41304347826086957,0.31880108991825606,0.14285714285714285,0.4696132596685083,0.40707964601769914,0.0,0.6029411764705882,0.211864406779661,0.6875,0.3275909974993054,0.33055555555555555,0.3636363636363636,0.35714285714285715
0.5859213250517599,0.9090909090909091,0.0741222366710013,0.0923076923076923,0.09345794392523364,0.2608695652173913,0.2098092643051771,0.1471861471861472,0.34806629834254144,0.39823008849557523,0.0,0.5588235294117647,0.16525423728813557,0.65625,0.33592664629063634,0.3277777777777778,0.38961038961038963,0.35714285714285715
0.5652173913043479,0.9090909090909091,0.06501950585175552,0.07692307692307693,0.08099688473520249,0.1760869565217391,0.164850136239782,0.16017316017316016,0.2541436464088398,0.37168141592920356,0.0,0.5735294117647058,0.15254237288135591,0.65625,0.31369824951375386,0.31666666666666665,0.33766233766233766,0.39999999999999997
0.5652173913043479,0.9090909090909091,0.06111833550065019,0.06923076923076922,0.08411214953271028,0.15217391304347827,0.14986376021798364,0.1645021645021645,0.19889502762430938,0.2743362831858407,0.0,0.5735294117647058,0.1483050847457627,0.65625,0.31091969991664353,0.3,0.35064935064935066,0.37142857142857144
0.5652173913043479,0.9090909090909091,0.0624187256176853,0.07692307692307693,0.09034267912772587,0.15,0.15122615803814712,0.1645021645021645,0.23204419889502761,0.22123893805309736,0.0,0.5735294117647058,0.1483050847457627,0.65625,0.2942484023339817,0.2833333333333333,0.2727272727272727,0.34285714285714286
0.5652173913043479,0.9090909090909091,0.05721716514954486,0.061538461538461535,0.08099688473520249,0.13043478260869565,0.13487738419618528,0.15584415584415584,0.23204419889502761,0.12389380530973451,0.0,0.5588235294117647,0.1483050847457627,0.65625,0.30536260072242294,0.30833333333333335,0.2727272727272727,0.32857142857142857
0.5859213250517599,0.9090909090909091,0.0494148244473342,0.04615384615384615,0.0778816199376947,0.08043478260869566,0.1008174386920981,0.16883116883116883,0.27071823204419887,0.19469026548672566,0.0,0.5,0.1440677966101695,0.625,0.30814115031953326,0.3,0.3116883116883117,0.35714285714285715
0.5652173913043479,0.9090909090909091,0.048114434330299084,0.038461538461538464,0.06853582554517135,0.06956521739130435,0.09128065395095367,0.1645021645021645,0.1878453038674033,0.21238938053097345,0.0,0.5147058823529411,0.1016949152542373,0.625,0.3248124479021951,0.3138888888888889,0.35064935064935066,0.34285714285714286
0.5652173913043479,0.9090909090909091,0.05201560468140442,0.04615384615384615,0.07476635514018692,0.07173913043478261,0.09673024523160761,0.16883116883116883,0.1712707182320442,0.2743362831858407,0.0,0.5735294117647058,0.1059322033898305,0.625,0.31369824951375386,0.3194444444444444,0.3766233766233766,0.39999999999999997
0.5445134575569358,0.9090909090909091,0.05071521456436931,0.038461538461538464,0.06542056074766354,0.06739130434782609,0.08855585831062669,0.16883116883116883,0.08839779005524862,0.2743362831858407,0.0,0.5882352941176471,0.1016949152542373,0.625,0.30536260072242294,0.2833333333333333,0.2987012987012987,0.38571428571428573
0.5445134575569358,0.9090909090909091,0.046814044213263975,0.038461538461538464,0.07165109034267912,0.06739130434782609,0.09128065395095367,0.1471861471861472,0.09944751381215469,0.20353982300884957,0.0,0.5735294117647058,0.1016949152542373,0.625,0.27757710475131986,0.24166666666666667,0.19480519480519481,0.2857142857142857
0.5652173913043479,0.9090909090909091,0.0494148244473342,0.05384615384615385,0.06853582554517135,0.09347826086956522,0.10762942779291552,0.1341991341991342,0.04419889502762431,0.168141592920354,0.0,0.5294117647058824,0.09745762711864406,0.625,0.17754931925534873,0.21944444444444444,0.12987012987012986,0.07142857142857142
0.5859213250517599,0.9090909090909091,0.05981794538361508,0.06923076923076922,0.08411214953271028,0.20434782608695654,0.18256130790190736,0.12987012987012986,0.08839779005524862,0.12389380530973451,0.0,0.4117647058823529,0.1016949152542373,0.625,0.22200611280911367,0.7,0.1038961038961039,0.1142857142857143
0.5859213250517599,0.9090909090909091,0.08842652795838751,0.14615384615384616,0.29595015576323985,0.41304347826086957,0.40054495912806537,0.07792207792207792,0.13259668508287292,0.12389380530973451,0.0,0.4264705882352941,0.11864406779661016,0.6875,0.24423450958599613,0.25,0.5194805194805194,0.21428571428571427
0.6066252587991718,0.9090909090909091,0.11833550065019506,0.23846153846153845,0.5638629283489097,0.5652173913043478,0.6185286103542234,0.0735930735930736,0.20441988950276244,0.10619469026548672,0.0,0.35294117647058826,0.2076271186440678,0.71875,0.1386496248958044,0.6,0.12987012987012986,0.09999999999999999
0.6687370600414079,0.9090909090909091,0.15214564369310793,0.3846153846153846,0.5638629283489097,0.782608695652174,0.7547683923705721,0.1038961038961039,0.32044198895027626,0.20353982300884957,0.0,0.27941176470588236,0.4194915254237288,0.78125,0.9055293136982495,0.8805555555555555,0.07792207792207792,0.028571428571428574
0.7101449275362318,0.8636363636363635,0.05461638491547464,0.1,0.102803738317757,0.1826086956521739,0.18256130790190736,0.19913419913419914,0.281767955801105,0.23008849557522124,0.0,0.1323529411764706,0.1483050847457627,0.65625,0.9416504584606835,0.8666666666666667,0.19480519480519481,0.09999999999999999
0.7308488612836439,0.9090909090909091,0.06371911573472042,0.13846153846153844,0.1838006230529595,0.3695652173913043,0.332425068119891,0.19480519480519481,0.34806629834254144,0.30973451327433627,0.0,0.17647058823529413,0.2754237288135593,0.6875,0.8721867185329258,0.875,0.2597402597402597,0.17142857142857143
0.7515527950310559,0.9090909090909091,0.07152145643693109,0.12307692307692307,0.19937694704049844,0.5217391304347826,0.4277929155313351,0.19913419913419914,0.3314917127071823,0.34513274336283184,0.0,0.2647058823529412,0.4194915254237288,0.6875,0.847179772158933,0.8305555555555556,0.3766233766233766,0.37142857142857144
0.7515527950310559,0.9090909090909091,0.07022106631989597,0.11538461538461538,0.14330218068535824,0.391304347826087,0.31880108991825606,0.2510822510822511,0.4143646408839779,0.45132743362831856,0.0,0.3235294117647059,0.24152542372881353,0.6875,0.7860516810225062,0.7861111111111111,0.3246753246753247,0.31428571428571433
